seq,otitle,odate,label,url
"19762","蘋果影音串流 傳25日上秀","2019/3/13 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=e9a786e30b2347529fe5ee1634a799ea"
"19764","蘋果技術恐已被陸竊取","2019/1/6 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=24c91fca89ff40b181568e369cf53c1b"
"19767","蘋果拚服務 法人：iPhone仍是台灣經濟關鍵","2019/5/1 上午11:44","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=447b170a46004f3f848e39d2996ba385"
"19770","蘋果採購5G晶片 找上聯發科","2019/1/13 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=fd3837e5f48646fdb0ca42754475cb9c"
"19771","蘋果推3款iPhone 11新機 特色簡介","2019/9/11 上午7:02","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=9bf77c962dd74614951c91d1c910b74a"
"19772","蘋果推5G手機 恐要拖到明年","2019/2/24 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=8a3da8c7bc954e8087b1e3899a5b2ad4"
"19773","蘋果推AR專屬開發工具","2019/7/26 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=a296a95658e24c0eb9c90df3170f47bf"
"19774","蘋果推三新品 供應鏈樂","2019/3/10 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=a61b0458139d41fda8dffc597ea62d22"
"19775","蘋果推出新款iPad Air和iPad mini 強化攝影功能","2019/3/18 下午9:42","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=8a617e78a53741719ae97c026cf06980"
"19777","蘋果推小手機 有利供應鏈","2019/3/6 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=5e46e5b8bd23418a83f89e25c9096a68"
"19778","蘋果推新iMac 供應鏈樂","2019/3/20 上午3:17","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=dd751b2ecccf478e9a92464d3969c540"
"19779","蘋果推新NB 廣達沾光","2019/5/23 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=285cf3c99a0149d3a68829e15b38d4f6"
"19780","蘋果撤臉書研究App","2019/2/1 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=420b251cdb6d4409a23e856c7df22fa3"
"19781","蘋果擬推新作業系統","2019/5/24 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=b25a57dab5a6432ab513ac4c70723e1a"
"19782","蘋果擬整合三大硬體App","2019/2/21 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=120e1e6fd70e4ca49c9a1b5e793dc951"
"19783","蘋果擬用京東方OLED面板","2019/8/23 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=32892d4cc9b54fb8bafde6d2cc6cf44e"
"19785","蘋果攻AR 在美獲新專利","2019/2/28 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=3f29942362bb4d6a8fc92a68c2256c62"
"19786","蘋果攻印度 郭董先探路","2019/1/24 上午3:17","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=b393ab1acabb407893a6324f3601e53b"
"19788","蘋果攻折疊機 台系鏈樂","2019/6/3 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=28ce3b98f44b4a01b610758e1a65ff69"
"19789","蘋果攻綠能 攜手老牌醬油廠","2019/8/23 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=c28f963a1f774ae9a0bb879f670883bb"
"19790","蘋果攻陸受挫 三大風暴聚集","2019/1/6 上午3:16","0","https://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=1&nsl_id=27647b159a9943fe8efb196e2533e577"
"19791","蘋果救買氣 新iPhone降價","2019/1/31 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=884d26391f094ef28a77696158c57653"
"19793","蘋果數據中心建設 穩步推進","2019/5/28 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=a86b8da1d2d14111bad03f42b7346113"
"19794","蘋果新AirPods台灣官網開賣 法人估供應鏈受惠","2019/4/23 下午6:25","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=89a2eade5ae14e3fbea58b674a29587d"
"19797","蘋果新品 3月25日傳亮相","2019/2/14 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=2ef0912fe03d4fcf9bde9acc4f812cc7"
"19798","蘋果新品亮相 供應鏈驚喜","2019/3/20 上午3:17","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=781dd15a6acd42da8ca6237077fc816c"
"19801","蘋果新品周三搶鏡 蘋概上發條","2019/9/8 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=101b73335eb746859548179d66637edd"
"19802","蘋果新品揭曉 蘋概動起來","2019/9/11 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=3750e5c0c49849c3ae54beef8e6f43d9"
"19803","蘋果新品發表 六大看點","2019/9/10 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=eb9cd111894b4ea899efaeceb61adca1"
"19804","蘋果新品連發 台系鏈沾光","2019/3/21 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=b832bbacb73f480397fc96776792fda5"
"19805","蘋果新品預測 這3件事爭論最大","2019/9/10 下午4:52","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=32147a7e1afb4560a1ed5e55c1c7110c"
"19806","蘋果新品齊發 台系鏈旺","2019/8/31 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=75590d076d5c4dfe8daf294bf58b73fa"
"19807","蘋果新手機少3D感測 觸控供應鏈恐改變","2019/1/16 下午7:20","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=95a96b2dde2c4d10b1c2ed61dd85136e"
"19808","蘋果新手機沒3D感測 觸控廠推新技術搶商機","2019/8/29 下午2:19","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=4f5d247426bb42e79c4fa7510691f3ab"
"19809","蘋果新晶片 傳台積本月量產","2019/5/12 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=a23ffe5229bc4bb7892a903dd1ed1ef6"
"19810","蘋果新服務搶先看 用戶隱私 滴水不漏","2019/3/27 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=3726ee1bf0cc40788b4a5304ea28be64"
"19812","蘋果新機備料 衝7,500萬支","2019/7/26 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=59e734c8a8c5497d80b58c72c6f2d131"
"19815","蘋果新機升級 鎖定2大關鍵","2019/4/20 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=618eadbdeb804835be65968f728e3b9d"
"19819","蘋果新機預熱 蘋概族吸睛","2019/8/17 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=2d89b49b38254f4ca0c263cd59c3c868"
"19822","蘋果新款NB 延用蝴蝶式鍵盤","2019/7/11 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=5860fb1793c042f1af4b7599854258df"
"19823","蘋果新變革 牽動供應鏈","2019/7/1 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=29488d3b32c04ff0840c0ff5f9807ee5"
"19824","蘋果春季發表 軟體當主角","2019/3/25 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=9f73094ab8b043ca9998f095b86a0557"
"19825","蘋果春季發表會 4大新服務上菜","2019/3/26 上午8:08","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=8855c719a72c4cef8085942ed672b13c"
"19826","蘋果春季發表會亮點 傳進攻OTT市場","2019/3/17 下午7:08","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=679eeaaac9bb415eb33bee1ac50b9b33"
"19831","蘋果機海戰術 將推七款iPad","2019/7/30 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=69ae297f8596481b87856045b4e7b678"
"19832","蘋果每2至3周 收購一家公司","2019/5/8 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=d507ad28df754e599c16d275ec234b49"
"19833","蘋果涉壟斷 Spotify狀告歐盟","2019/3/14 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=6555789e53f34835b54e44130f12bc98"
"19836","蘋果獲利看跌二成","2019/5/13 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=63b5624872a449f981efa6d6ec4f2372"
"19838","蘋果發表4大服務","2019/3/27 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=25ce277b72c34577bd432400d2d18787"
"19839","蘋果發表會 推出新Apple Watch和App TV+","2019/9/11 上午7:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=89199678a91a4578a993fefed9a54e47"
"19840","蘋果發表會 秀4大新服務","2019/3/27 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=7c83297c4d1642d0934d694e6f5dc5ee"
"19841","蘋果發表會10日登場","2019/9/8 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=b7e74926a6bf4a8f840ee78adde0cf45"
"19842","蘋果發表會9/10登場 暗示iPhone新配色","2019/8/30 上午7:54","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=d1e8c06a1f5a4f0fbf293b69520568d8"
"19843","蘋果發表會來了 新iPhone期待感低","2019/9/9 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=d1e356b84962402b9ff5a0d8d6a73708"
"19844","蘋果發表會倒數 台供應鏈注動能","2019/8/20 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=d4b42f3e639741bc9f9cb7251b485130"
"19847","蘋果發表會有中文直播","2019/8/31 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=b546438537b94ec3bcd796021f23d085"
"19848","蘋果發表會欠亮 供應鏈淡定","2019/3/27 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=afc648a5f9524934a897faf7731cea5a"
"19850","蘋果直搗高通地盤 將聘1,200研發人才","2019/3/8 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=e16478e3e3a1488fbe00ef5dd2458f94"
"19851","蘋果直營店開放AR體驗 展示當代藝術家作品","2019/7/30 下午9:23","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=c05bf4fb14584525be10e023d7db5aa6"
"19852","蘋果相中 Mini LED概念股吃香","2019/4/9 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=c7db020e2931464885b7a066590cd241"
"19860","蘋果秀新服務 遊戲業迎商機","2019/3/27 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=b1678484821149b996a168bd7df003d3"
"19861","蘋果秋天將推三款新機","2019/1/12 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=501b68690bfe4a44ba7353943fcf1fb1"
"19862","蘋果秋季新品 傳Apple Watch在列","2019/8/19 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=48aae07854714d218903b7f3602c1954"
"19863","蘋果穿戴裝置市占居冠 廣達、仁寶、英業達沾喜","2019/6/4 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=1a46c36921484307af24eabb570794a7"
"19864","蘋果第2家台灣直營店傳將開幕 公司未回應","2019/4/25 下午12:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=7a08236aa93b44878cc998fcd137d56f"
"19865","蘋果第二家直營店見面有禮 15日首批顧客送T恤","2019/6/13 上午11:28","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=8b885513abff4116962ebfe58070d358"
"19866","蘋果第二家直營店開幕","2019/6/16 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=009ea067a8674affb0bcab0aba9b143f"
"19867","蘋果結合高盛 傳年底推信用卡","2019/2/23 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=a24b2cb62a4b422787fa41192b7a71de"
"19868","蘋果股價狂飆 庫克再訪大陸","2019/3/23 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=e8347f887526441188b5993f2a2fa839"
"19869","蘋果股價重挫 市值蒸發1個臉書","2019/1/5 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=35da8b7c43e94b67b05703e7075f6542"
"19872","蘋果自爆雷 概念股全倒","2019/1/4 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=a642b0d3e61e4ae3a14dd32cee4ac1bc"
"19876","蘋果與高通和解 分析師：台積電可望受惠","2019/4/17 上午9:26","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=d32993e5c7b648dcb64373975b564867"
"19877","蘋果舊款熱賣 追單台系鏈","2019/2/25 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=fcaf4fa0dae0476583b426aea724292d"
"19878","蘋果若轉移生產線  鴻海：有能力因應","2019/6/11 下午3:40","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=499117bf2a4f438d8adf92c2dd71af60"
"19879","蘋果華為角力升溫 中美貿易戰添柴火","2019/1/15 上午8:32","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=d28d000b75864f1980c6c20e2d94f0d6"
"19880","蘋果薩比汗 供應鏈新管家","2019/7/22 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=a9a8aed2c72d4044a77c8b06fc8afc25"
"19882","蘋果裁減自駕車研發員","2019/1/25 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=586270f408e647d3a7f2f9fbcb09253d"
"19884","蘋果設計團隊 三大將辭職","2019/4/27 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=06b5fd64efe44dd597efaf17c538a983"
"19885","蘋果證實 無線充電板AirPower上市計畫取消","2019/3/30 上午11:39","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=b6cc874862b44ae89404305652eb8fec"
"19887","蘋果財報 市場盯五關鍵","2019/7/29 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=762dc8cde295417db189a36edd3052b3"
"19889","蘋果財報被看壞 蘋概氣色差","2019/5/1 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=90871c0e2e03405d988c32c9aec5d79e"
"19890","蘋果財測爆雷 全球股市嚇趴","2019/1/4 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=96e55e883b4f441e8085390f30313e50"
"19891","蘋果買英特爾數據晶片事業","2019/7/27 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=6cf2a5656a31474f88a06382abcc7e9b"
"19892","蘋果轉型 秘密布局電動車等新科技","2019/2/9 上午9:52","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=74fe2e388d174164b0bae21859525d39"
"19894","蘋果遭降評 蘋概三王臉綠","2019/7/10 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=9ce67a56b924454292e4bb6cce4488e3"
"19901","蘋果鏈評等 中華信評示警","2019/3/11 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=e8475cc9422f4c9c8fad9d9d378c4205"
"19906","蘋果陸製零組件 向美申請免加徵關稅","2019/7/25 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=68b30384636e44deb61b961dda253fcc"
"19907","蘋果霸王級NB 傳要價10萬","2019/7/23 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=1001ede0dfd14577965d40a2b6c93188"
"19908","蘋果青筍筍 蘋概三雄心裡苦","2019/1/6 下午2:39","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=5fef3578970e44efb8abf64356c993f6"
"19910","蘋果音樂訂戶 在美超車Spotify","2019/4/7 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=ab5e75c600bc44609d4b2fd5a68f34b7"
"19911","蘋果音箱來了 英業達補","2019/8/17 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=0da553cd8c69412ab9c126c1e0cf2ab4"
"19912","蘋果音箱陸港開賣 台廠添柴","2019/1/15 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=cd1b749d0f594e639d1d9494f6385c14"
"19914","蘋果預覽59種全新表情符號  今年秋季推出","2019/7/17 下午7:53","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=e929b81450074e14be964d97f45f6284"
"19915","蘋果風暴來襲 手機鏈拉警報","2019/1/18 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=a78ff38a546f4496a64ea7bef7434149"
"19916","蘋果首款AR眼鏡 WWDC有望登場","2019/6/3 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=e2c0d7c53eb5457e8f1f5dc161e81b8f"
"19917","蘋果首降價 iPhone 11鏡頭超強","2019/9/12 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=71e3295fd1a24c588d0ba5c29288b15f"
"19918","蘋果高層搬風 降低倚賴iPhone","2019/2/20 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=df985ad025c44c54a08644834ee80c56"
"19919","蘋果高盛 聯名推信用卡","2019/2/23 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=625221748af744c99331ee7e1c90e091"
"19920","蘋果高盛闢財源  聯名信用卡傳春季亮相","2019/2/22 上午7:56","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=47ad09f17c8f41199b74494305934094"
"19922","蘋果高通和解 日月光投控景碩聞訊強漲","2019/4/17 上午9:51","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=9582f4ec508940b4b5fc8f4bfaba0eb4"
"19923","蘋果高通擴大合作 台廠補","2019/4/22 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=dd2533a510e5422497b0cba246dadcae"
"19924","蘋果高通訴訟 兩大CEO對決","2019/4/15 上午3:17","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=2865f8ee13cc4993adad2fa5169094de"
"19925","蘋果高通談和 聯發科得利","2019/4/18 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=10dd4f75e5b749f7a96cdd8a27428eb2"
"19928","蘋果：台灣第2家直營店 Apple信義A13近期開幕","2019/5/24 上午9:40","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=c58273673bc4469488699afd783a22e5"
"19929","蘋果：大中華區創造500萬就業","2019/7/5 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=937e90bc588241469677bdef5d556108"
"19930","蘋概3王挫 台股反彈休兵","2019/6/4 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=31922005efdd4c25abb4a14a21ef8c06"
"19933","蘋概三王 市值蒸發逾2000億","2019/1/5 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=d0638785ef22448da96afeb16121f7c1"
"19935","蘋概今年來市值飆增2兆","2019/4/18 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=2b40122f453a4bbe916aa060c961200b"
"19945","蘋添戰力 擴充遊戲平台","2019/4/15 上午3:17","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=204ce7db25b74bd1bbcfce17d7b123e8"
"19952","虛實錯亂 傻傻不分","2019/5/27 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=ecf42b17abd6435f9557efd4e2b201f3"
"19976","螢幕再進化 三星摺疊手機將登場","2019/2/15 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=f0cd4498cb88446d88086d72873b2a7c"
"19985","行動支付夯 實體ATM變少","2019/6/8 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=a8b6bc722062470c916f66e95f180791"
"20006","衝5G 蘋果買Intel數據機晶片部門","2019/7/24 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=344d0f2a11b0420a9f9e0000cb550681"
"20015","衝周邊商品 黏住果粉","2019/2/28 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=1926190f405c4006bba981fc15fafe7b"
"20016","衝周邊業績 將推無線充電板","2019/1/15 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=59770f78b3b346d39f93f3e5107df4a7"
"20018","衝擊韓系供應商 影響台廠有限","2019/4/24 上午3:17","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=132f499dc01a4d04afbb92beaf9cb3e4"
"20019","衝著美科技巨擘 法數位稅過關","2019/7/12 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=15ed84335b3743ca92f15ecfd39fa24f"
"20022","被WiFi聯盟、SD協會除名…華為暗批歧視","2019/5/27 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=7331278464df456f862e9f0b5db8bede"
"20028","補說明 資通禁購清單暫緩","2019/8/19 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=9f99aa83d3bf4e979dea90d886020356"
"20043","西方封鎖華為 陸盼停止有罪推論","2019/2/20 上午5:30","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=20370083c63944a29fbae19adc711d8f"
"20052","規劃印度設廠 衝刺海外產能","2019/3/15 上午3:16","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=dae86487370c474f84c1eb59b0e73aa7"
"20058","解禁華為 白宮有雜音","2019/7/2 上午0:00","0","http://ieknet.iek.org.tw/ieknews/news_detail.aspx?actiontype=ieknews&indu_idno=3&nsl_id=aef4ecda77b7485ea3646beefc122903"
